
《16.将进酒》

01.IW-ST-1 客将至
"克洛丝": 请叫我克洛丝，我是来自罗德岛制药公司的行动干员，如今与鲤先生是合作关系。
"克洛丝": 不过这一次其实是在尚蜀偶然碰见的，总之打扰梁大人啦。
"梁洵": 偶然？我还以为，他们是你从龙门招来的信使......
"老鲤": 如果你还记得有“信使”这个职业，你就该让信使来替你跑腿，不是我。
"梁洵": 兹事体大，路途遥远，我不放心。
"老鲤": 让我来就放心了？你可饶了我吧，要是遇到什么剪径贼，我怎么脱身？
"梁洵": 你如果真嫌麻烦，大可以回信拒绝我。
"老鲤": 得了吧，得到那物件的机会转瞬即逝，你的信前脚刚到，那些走私贩后脚就到龙门了。
"老鲤": 我哪有回信让你另请高明的时间？还不是得赶紧安排人手调查，顺便捣毁一下走私团伙的老巢？
"老鲤": 唉，幸好我家几位员工能者多劳，我才有空帮你这个忙。
"克洛丝": （听上去像是槐琥小姐做的啊......鲤先生大概是觉得待在龙门事儿更多，索性找个借口溜走的吧......）
"梁洵": 既然几位都是鲤的合作伙伴，那就别站在门口发呆了，快进来吧，府上还是有几间客房的。
"老鲤": 有幸受到尚蜀知府亲自招待，那我们便恭敬不如从命了。
"梁洵": 几位也请。
"乌有": ......谢过梁大人。
"乌有": 恩人，正好愁不知何处落脚呢，反正离约定的时辰还早，不如我们先休憩一会儿？
"克洛丝": ......嗯。
"乌有": 恩人？
"克洛丝": 没什么......我可能有点累着了。
"克洛丝": 鲤先生，刚才发生的事情要和梁大人交代吗？
"老鲤": ......要的。
"老鲤": 看这天色，云缭雾绕，怕是夜里要下雨吧——
(震动)

"老鲤": ——
"梁洵": ......？怎么了，鲤？
"老鲤": ......没事。
"老鲤": 只是脑海里突然闪过了一些景色，可能确实太久没来过尚蜀了，有些怀念吧。

"街头青年": ......杜小姐，怎样？
"杜小姐": 能怎样，郑老头把我骂了一顿。
"街头青年": 那我们......
"杜小姐": 就像我说的，不能总听他们的。
"杜小姐": 听他们的，我们就再也没有半点未来可言了。
"杜小姐": 按我说的做。
"街头青年": 好。那我把大家都喊上。
"杜小姐": 嗯。
"街头青年": 那您下一步打算怎么处理那个龙门人？
"杜小姐": ......我去亲自见见他。
"杜小姐": 有些话，还是得敞开了说。

"老鲤": 喝酒吗？
"梁洵": ......不了。一会还有工作。
"老鲤": 千里迢迢为你送来一只酒盏，而你却不肯陪我小酌一杯？
"老鲤": 为了取这一只盏，我可费了不少功夫。
"梁洵": 喝酒误事。
"老鲤": 喝酒误事啊......
"老鲤": 当年梁洵总喜欢把这句话挂在嘴边，现在我也很高兴知道，梁大人依然不胜酒力。
"梁洵": 我也很高兴知道，你仍旧是那个嘴上不饶人的老鲤。
"梁洵": 行裕客栈的事情我已经派人前去调查了。
"老鲤": 看上去没那么简单。你要是真不知情，也就别乱掺和了，江湖事嘛。
"老鲤": 干脆等我离开尚蜀，逃之夭夭，一了百了。
"梁洵": ......
"老鲤": 你就不想看看酒盏是否安好？一路颠簸，要是我不小心一屁股坐碎了，也是极有可能的嘛。
"梁洵": 你没主动提起，就说明酒盏无恙。
"老鲤": ......哈哈。
"老鲤": 还是看看吧，专程从龙门送来的宝贝。

"梁洵": ......这就是......
"老鲤": 我很好奇，这只酒盏有什么特别的？在那场走私商人们的拍卖会上，这只酒盏的价格就和附赠品没什么两样。
"老鲤": 唯一值得留意的，就是在那些走私贩之间流传着一个说法，说最早发现这只酒盏的村子里流传着一个怪谈。
"梁洵": 说说看。
"老鲤": 说是这只酒盏，能让周遭的器物......活过来。
"梁洵": ......有证据吗？
"老鲤": 怪谈要是有证据，岂不是变成案件了？我本来就是听来的嘛。
"梁洵": 那些走私贩呢？
"老鲤": 都扭送到近卫局了。
"梁洵": ......那就好。
"梁洵": 其实，我还要委托你一件事。
"老鲤": 那是，毕竟都大老远把我从龙门叫来了，只使唤一下怎么成？
"老鲤": 不过现在......
"梁洵": ......呵。看来不陪你喝一杯，你是不会放我走了。
"梁洵": 那公事之后再提吧，你还是一点没变，优哉游哉的。
"老鲤": 坐吧。
"梁洵": 你倒成主人的语气了？
"梁洵": 在龙门日子如何？听说你在那边当了私家侦探？
"老鲤": 是啊......槐武痴的女儿也在我那儿。
"梁洵": 喔。难怪你突然说，要我帮忙找找他的下落。
"老鲤": 其实我照顾槐琥也有段时日了，她的大学毕业典礼都是我去的。怎么，难道以后嫁人了，也让我坐高堂？
"老鲤": 槐琥是个好女孩。但她爹还真不算什么好父亲。
"梁洵": 他的女儿......也已经这么大了。
"老鲤": 时间过得很快，梁洵。
"梁洵": ......是啊。
"老鲤": 我听说你入了仕途，猜到以你的性格，一定会大展拳脚，有一番作为。可谁也没想到，咱们一别就是这么多年。
"梁洵": 你能振作起来，大家都会很欣慰的。
"老鲤": 谈不上振作，只是有些事情烦恼久了，发现还没有柴米油盐麻烦。
"梁洵": ......好久没尝过你亲手做的菜了。
"老鲤": 你已经是一城百姓的父母官了，就别总惦记着以前我们过苦日子时候的生活啦。
"老鲤": 你该多惦记惦记，别让太多那样的青年俊杰怀才不遇，拳脚无处伸展。这不是当年梁洵最愤愤不平的事情吗？
"梁洵": ......是啊。
"老鲤": 嘿，不过幸好，你还是老样子，根本没有女人缘。
"老鲤": 我还担心若是这一趟尚蜀之行，发现你早就成家立业，那我岂不是——
"温柔的女声": ......梁大人，你有客人？
"老鲤": ......
"梁洵": ......咳。
"梁洵": 宁小姐......现在不方便......
"老鲤": ——没什么不方便的，我只是个信使，一会就离开！
"宁小姐": ......晚上好，梁大人，还有这位......信使先生？
"老鲤": ......没错，小姐。
"梁洵": ......
"老鲤": （你给解释解释。）
"梁洵": （共事关系。）
"老鲤": （哪有这个点共事的？）
"梁洵": （才刚过饭点没多久。）
"宁小姐": ......啊。
"宁小姐": 莫非，梁大人忘了今晚我要来吗？
"梁洵": 没有，只是......
"老鲤": ......您二位聊，我忽然想起还有事要办。
"老鲤": 梁大人，货我就放在这里了，您要是还有什么用得着我的......呃，您先忙完正事再说。
"梁洵": 等等，鲤——

"老鲤": ......今次大镬了。

"克洛丝": ......小乌有，咱们只是找个吃饭的地方，用得着这么大费周章吗？
"克洛丝": 随便找个地方打发一下不行吗？反正年也不在，也没人嚷嚷......
"乌有": 这可不行！恩人，白天那事儿实在是对不住，我这不寻思着一定要给恩人找一家好的餐馆赔个不是嘛。
"克洛丝": 喔......那为什么会来这种连个人影都没有的小巷？
"乌有": 嘿，恩人，您这就不明白了，每个大炎人都有几家心目中的苍蝇馆子，那味道，是多少名声在外的餐厅饭店都比不了的。
"乌有": 吃的是回忆，品的是情怀，呃......
"克洛丝": 你又不是尚蜀本地人......哪来什么情怀中的饭馆。
"克洛丝": 把那本旅游杂志收起来吧。
"乌有": 好嘞。
"克洛丝": 你的口袋是什么百宝袋吗，为什么永远有各种稀奇古怪的书籍......
"克洛丝": ......专挑小路走，是想把白天袭击我们的人钓出来？
"乌有": 既然有知府大人为我们撑腰，我们怕什么呢？
"乌有": 再说他们也不像是什么正儿八经的坏人，与其等着被找上门来，不如趁我们和其余人会合之前，把事情彻底解决......
"克洛丝": ......最保险的办法，应该是乖乖待在梁府，然后联系最近的办事处干员来尚蜀会合......嗯......
"乌有": 欸，之前我就想问了，罗德岛的大炎人，多吗？
"克洛丝": 你这么一说，印象里总觉得不算特别多，但又好像哪儿都能看见大炎人的影子，真奇妙——
//////  罗德岛？罗德岛......  //////
//////  嗯。  //////
//////  感染者竟在城内随意走动？  //////

"乌有": ——恩人，当心——
(震动)
"克洛丝": 呃——
"魁梧男性": 电光石火间竟能有如此反应。
"魁梧男性": 实属意外。
"乌有": 你在做什么——
(震动)
"乌有": ——！
乌有的思考很快，动作更快，习武之人，多是如此。
只是这一次，那壮汉的一击掌刀，比乌有的身心都更快一些，直抵咽喉。
"魁梧男性": 勿轻举妄动。
"克洛丝": ......小乌有！别动手！
"魁梧男性": 你是否知晓同行此人的身份？你是否知道她是感染者组织的一员？
"乌有": 哈哈......恩人，不瞒您说，我大概动不了手......
"乌有": 而且这人......是个官差。
"魁梧男性": 短兵，奇门扇类。炉火纯青，但未经杀阵。
"魁梧男性": 不过贵在自知之明。
"克洛丝": 我们是不是在哪里见过......
"魁梧男性": 未曾。
"魁梧男性": 可那位大理寺少卿似乎与你们不无干系。
"克洛丝": ......惊蛰小姐？
"克洛丝": 对了！我以前在行动记录里看见过，你是......！
"太合": 肃政院副监察御史，太合。
"乌有": 肃、肃政院......！？
"太合": 感染者，你来尚蜀何事？
"太合": 在勾吴城外发生了什么？那夕为何擅离山头？
"太合": 此事又与罗德岛有何牵连？
"乌有": （恩人，这是在说......夕小姐的事情？）
"克洛丝": ......
"太合": 无言以对吗。
"克洛丝": 阁下不需要试探罗德岛，我们自然是有手续在身的......作为感染者。
"太合": ......
"克洛丝": 可要是问到我们干员的私生活，我可就真的无可奉告啦。
"克洛丝": 再说我是真不知道。
"太合": ......干员？
"太合": 岁兽化身竟是公司雇员，此事从未听闻。
"太合": 看来大理寺对待罗德岛一事大有失职之嫌。
"克洛丝": ......你是追着我们来的？
"太合": 此言差矣。
"克洛丝": 那也不肯放我们走咯？
"太合": 尔等配合调查，我自有定夺。
"克洛丝": ......
"年轻的男声": 太合叔，不用这么咄咄逼人。
"克洛丝": ——！

"太合": 左公子。
"和蔼的少年": 我已经从其他秉烛人那里了解了一些情况，这几位......罗德岛相关人士，如今算是尚蜀知府的客人。
"和蔼的少年": 虽然他们与灰齐山一事牵连颇深，但并无明显冒犯之举，我想犯不着大动干戈。
"太合": ......
"和蔼的少年": 抱歉，二位，太合叔平时沉默寡言，今天也不知怎么了，这么激动。
"左乐": 我叫左乐，是一位......宫廷信使，这么理解就好。
"克洛丝": ......罗德岛干员，克洛丝。
"乌有": 罗德岛干员，楚乌有。就是还没入职。
"左乐": 克洛丝姐，乌有哥，多有得罪。
"左乐": 可是......虽然太合叔失礼在先，但还是容我提醒一句。
"左乐": 若是二位与那对姐妹牵扯不深，最好点到即止。
"克洛丝": 年是我的朋友兼同事，夕是我的朋友的麻烦妹妹。这样算不算“点到即止”呢？
"左乐": ......实话说的话，应该是“为时已晚”吧。
"克洛丝": 感谢提醒。
"左乐": ......呵。
"左乐": 克洛丝姐姐，倒算是艺高人胆大了。

"左乐": 我与太合叔还有公务在身，先行一步，再会。
"太合": 罗德岛一事，希望梁知府能给肃政院一个答案。
"太合": 告辞。
"克洛丝": ......唔......
(震动)
"乌有": 恩人！您没事吧？
"克洛丝": 哈哈......刚才吓了一跳，崴着脚了，没多大事。
"克洛丝": ......小乌有。
"乌有": ......嗯。
"乌有": 让肃政院副监察御史担当扈从的“信使”，实在是有些扯淡了。总不能次次把人当傻子。
