
《32.怀黍离》

01.HS-ST-1 禾下梦
"走丢的牧兽": ......哞......
"小满": 嗯？......绵绵？
"绵绵": 哞！
"小满": 我终于找到你了！
"小满": 你怎么跑到这里来了？......你先偷偷告诉我，你到底喜不喜欢小辫儿？
"禾生": 所以左乐那小子去哪了，说去清开后面的植物，人呢？
"小满": 不会是小烛台他......迷路了吧？
"绵绵": ......哞......
"小满": ......那我们再去找找他？
"绵绵": ......哞......
"禾生": ......
"禾生": 左——
(震动)
"左乐": 我在这。我刚刚去那边，没找到绵......呃，绵绵，但是在一个草窝里发现了这俩。
两只还未睁眼的牧兽幼崽被左乐用外衣裹紧，抱在怀中。
"禾生": ......这样小的幼兽，你不该把它们带回来的。
"左乐": 什么？
"左乐": 可我仔细查看了四周，母兽不在附近，放它们在那里肯定会丧命。
"左乐": 带回来接受你们的统一管理，不是更好吗？
"小满": 不是“管理”，我们都是朋友！是互帮互助。
"小满": 他们能给我们带来绒毛，我们为他们提供好吃的草料，顺便也帮着驱赶一下蚊虫，挠挠痒痒。
"禾生": 野生的幼崽带回大荒城，不确定是否有传染病，也不确定它们能不能接受饲养，而且......
"小满": 但他都已经抱在怀里了，沾上了味道，就算还回去母兽也不会要了。
"禾生": 所以我才说他不应该把它们带回来。
"小满": 但带回来了肯定要处理呀。
"禾生": 小满，明明是他什么都不懂，有错在先，你为什么总是在为他说话？
"小满": 对啊，就是因为他什么都不懂，还做错了事，是个笨蛋，我才这样的呀！
"左乐": 我......
"小满": 算了，我回去问问老师们，看看要怎么处理两个小家伙。我们快点回去吧，别让他们着凉了。
"？？？": ......
(震动)
"小满": 呀！又是你！
(震动)
"小满": 凶大叔，你今天午饭吃了吗？刚才这边着火了，你又不会说话，要不是我们你就被烧到了！
(震动)
"禾生": 小满，别凑过去了，小心他的斧子真的砍到你！
"小满": 他才不会呢，只要我一吹笛子，他就安静下来了。
"小满": 他很喜欢我吹笛子，每次来都是这样。
"老樵夫": ......
"小满": 看吧！你们都说这里不能来，但我经常偷偷跑来这里的，就是河对岸一直过不去。
"小满": 凶大叔只要一听我吹这首歌就会安静，我见过他笑的。
"小满": 我还能像这样凑过去摸摸他的斧子，他总是紧紧地攥着，但其实他很......
(震动)
"小满": ......啊！
"小满": 你怎么突然打我，我生气了，下次我不给你带吃的了！
"禾生": ——小满，别过去了，快走！
"左乐": 那这两只幼崽......
"禾生": ......带回去吧。
"禾生": 下次做事前，先过过脑子。
"左乐": 我......
"左乐": （我来这里这么久......究竟都干了什么？）


  <行动后>


(灰幕)
"左乐": 将军，这是近几日追查山海众以及应对天灾的任务报告，还有......在事件中我自己的检讨。
"左乐": 很惭愧，让父亲失望了......
"左宣辽": ......
"左乐": 接下来我会——
"左宣辽": 不必了。
"左宣辽": 玉门归京的后续事务，你不用参与。
"左乐": 这......
"左乐": 将军是让我停职反省？
"左宣辽": 我无权干预司岁台任命，但身为玉门守将，我可以决定让谁来参与玉门的军事部署。
"左宣辽": 离开玉门后，你有别的要紧任务。
"左宣辽": 北边大荒城最近春种，人力紧缺。现在派你过去，添个人手。
"左乐": 春种？农务？
"左乐": 这是......“要紧任务”？
"左宣辽": 你觉得这不是要紧任务？
"左乐": 不。农业是国家要脉，大荒城的事情我也有所耳闻，但......
"左乐": 我不明白，为什么是让我去？
"左宣辽": 让你多看。
"左乐": 然后呢......
"左宣辽": 多想。
"左乐": ......
"左宣辽": 做完任务交接，就动身启程吧。
"左乐": ......父亲，还有最后一事。
"左乐": 我在调查山海众行动路线的时候，发现了一些疑点。
"左乐": 从山海众的行动路线来看，他们似乎对玉门巡防营的行动时间和路线十分熟悉。
"左乐": 如果......他们真的能拿到玉门守军的布防安排，只恐怕——
"左宣辽": 我刚才已经说过。
"左乐": ......
"左宣辽": 这些事，已经与你无关。

(灰幕结束)
(震动)

(灰幕)
"重岳": 莫在行事时，忘了最初的情和理。

"截云": 像你这样的人，根本不值得信任！

(灰幕结束)
(震动)
"左乐": 呼......呼......
"录武官": 白天忙着农活，晚上还不忘练习武艺，左乐兄最近一月来实在是辛苦了。
"左乐": 是你......咳，云兄。
"录武官": 看来你很专心。
"左乐": 可我没做到什么......
"左乐": ......也不知道自己来这里是要做什么的。
"左乐": 或许在这里精心练武，锻炼好自己，之前没能做好的事就能做好了。
"录武官": 嗯......也许吧。
"录武官": 我听说过一部龙门的武侠电影，里面有这样的情节。
"录武官": 主角是个骄矜不驯，天赋异禀的侠客，他一生浸淫武道，可离他想追求的“登峰造极”的境界总是差之毫厘，陷入瓶颈久久不能突破。
"录武官": 后来他历经种种造化弄人的磨难，丢掉了他原本的一切，名誉、财富、地位，甚至还丢了一条胳膊，落魄潦倒地来到了一个小村庄。
"录武官": 他在这里与平日里看都不曾看一眼的农民百姓同吃同住，劈柴烧水，整整三年，他都没有碰过随身带着的家传宝剑。
"录武官": 可是当下一次仇敌找上门，他再次拔出剑，发现自己的武道修为已然远远超过曾经。
"左乐": 你是说我......“骄矜不驯”......
"录武官": 嗯？我只是在讲电影的情节。
"左乐": ......这种事情真会发生？
"录武官": 以我的见识来看，当然是无稽之谈。虽然观众确实很喜欢这类“返璞归真”。
"录武官": 可是话又说回来，“心性”，的确非常重要。
"左乐": ......
"录武官": 左乐兄离开玉门这段时间以来，心境有变吗？
"左乐": 我可一点都没感觉到......
"录武官": 歇一会吧。喝水吗？
"左乐": 谢了。其实我也有个问题想问......
"左乐": 为什么你要跟着我过来？留在玉门不好吗？
"录武官": 左乐兄身为秉烛人，在炎国四处奔波。我想，跟着左乐兄游历，一定可以增长见识。
"左乐": 我是被父亲贬......遣过来的。你跟着玉门回京，一样能长长见识不是么。
"录武官": 跟着老师去过百灶，除了繁华也说不出什么别的词儿。
"录武官": 大荒城，倒是听着有点意思。
"左乐": ......你怎么把这事儿当成旅游似的？
"录武官": 哈哈。
"左乐": 可我自己都不明白，父亲究竟想让我看什么......
"录武官": 那来到大荒城的这段日子，左乐兄都看到了什么呢？
"左乐": 如果你非要这么问......
"左乐": 我看到大荒城由于地理位置特殊，在当时是极少有的少被源石污染的土地，所以自古以来就是炎国重要的粮食基地。
"左乐": 随着这里的职农和天师的努力，可用耕地面积在逐年增加。
"左乐": 以及，为了应对可能发生的灾害，这里于去年开始动工改造。
"左乐": 现有大型地块十六块，小型地块六十余块，天师七百三十人，常住百姓五万余人。
"左乐": 虽然地处偏远，这里的百姓都安居乐业，勤勤恳恳......
"录武官": ......没了？
"左乐": ......还有些细枝末节......无关紧要。
"录武官": 无关紧要啊。
"左乐": 你呢？你既然说要跟着我来，还有什么在宗师身边都见不着的景色？
"录武官": 嗯......比如......
"录武官": 左乐兄，我今晚才刚刚看到，邻居伯伯婶婶晚饭后大吵了一架。
"录武官": 就是因为大伯上个月出了一趟远门，觉得外面城市有趣得多，嚷嚷着要搬走。
"录武官": 我还看到，树上的羽兽抱了窝，夫妻两只天天轮流着捕猎，轮流着孵卵，算算日子就快要孵化了。
"录武官": 还看到了无论何路天师，都一起在神农像前杞人忧天甚至抱头痛哭的神奇场面......
"录武官": 当然，最稀奇的还是，我看到了一位轻功了得的少年俊杰，被几只野兽耍得团团转，还挨了骂。
"左乐": 呃。
"录武官": 左乐兄，你找到牧兽了吗？
"左乐": 你是什么时候......
"录武官": 在许多年前，宗师让我跟他学习各类武学招式，记录各路高手的比武对决。可我天生患有重病，并不能习武。
"录武官": 你知道吗，方才说你白天务农，晚上习武，说你“辛苦”，其实我很羡慕这种辛苦。
"左乐": ......抱歉。
"录武官": 但尽管如此，宗师还是让我跟着他。让一个其实不太能习武的人，看你们习武。
"录武官": 一开始，宗师也没有告诉我应该从中学到什么。只告诉我要尽量看得仔细，看得准确。我也只是按他所说的记录、学习。
"录武官": 我后来慢慢发现，武功不止是招式套路。老师讲述的句句拳理，同样是为人处世的道理；一动一静之间，都暗合万物此消彼长的变化。
"录武官": 虽然明白了这样的道理，可越来越觉得“武学”实在是玄幻莫测，反而不知该怎么学习了。
"左乐": 司岁台所教授的武学，除了自保，更注重的是压制对手，保护他人。
"左乐": 在我看来，它不该与太多事情相干，它只是一项技艺。
"录武官": 嗯，直到后来，我才认清，“武学”也只是武学，并没有那么复杂。
"录武官": 我并不是在武学中明白了这些道理，而是随着见识增长，在生活中明白了这些道理，又在武学中得到了印证而已。
"录武官": “道理”不在一事一物，而在万事万物。
"左乐": ......万事万物。
"录武官": 我还记得宗师的《武典》中有一句话，“以己观物，守正待时”。
"录武官": 大意是说，在战场临敌时要先保证自身姿态端正，再寻找可以取胜的时机。
"录武官": 无论身处什么样的境地，都要尽可能不受外物干扰，泰然......
(震动)
"录武官": 呀——！
"小满": 喂，干嘛见了我和见着鬼一样？
"小满": 还有小烛台，原来你在小毛笔这儿啊！害我好找！

"禾生": 水稻类试验区甲号区域，在庄稼生长期内，土地中源石活性率为百分之二十，亩产约为三百二十斤。
"禾生": 乙号区域，活性率百分之二十三，产量一百五十斤；丙号区域，百分之二十五，存活率，几乎为零......
"禾生": 各项数据和上一季几乎没有变化，比再上一季的进展，也几乎可以忽略不计。其他几种作物试验区，情况也差不多。
