
《21.理想城：长夏狂欢季》

01.IC-ST-1 旅行前夕
"特米米": 所以，后来就是你在发给我的信里写的那样，他说杜林人的城市遇到了一点小麻烦，需要我们的帮忙？
"依娜姆": 起码当时这位斯第奇是这么声称的。
"极境": 看看我们的周围！这漂亮的城市，哪有......
(震动)
"极境": 嗝儿！哪有一点有麻烦的样子？
"极境": 唔，酒太好喝或许也是麻烦，容易把人喝趴下，不过我倒是没醉，干杯！
"极境": 这个别扭的小鬼大概只是想邀请我们参观一下他那些漂亮的房子吧，完全可以理解。
"依娜姆": 别把谁都想得和你一样，极境。
"依娜姆": 斯第奇在我们这里住了一个月，有一天看见了那些正在折腾造火车的阿达克利斯人。
"依娜姆": 然后他说，呃，“够专业！你们焊的这些破铜烂铁能帮上我的大忙！要不要来际崖城看看？”
"极境": 你就——兄弟，麻烦添满，剩下的这点我先干了——
"极境": 你就这么答应了？
"依娜姆": 虽然斯第奇极力渲染了一场危机......其实我主要还是为了满足一下自己的好奇心，顺便看看和我们地下的邻居有没有生意可做。
"特米米": 好功利！
"依娜姆": 阿卡胡拉要想摆脱野蛮的状态，现在可是什么都缺啊。听说杜林族的冶炼和制造技术都很厉害，要是能帮他们这个忙，换上一两样......
"依娜姆": 你们也不用再为搞到了点报废品就兴奋半天了。
"特米米": 依娜姆......你居然真的在好好当大酋长啊！我还以为你会天天去城里买东西，然后把钱都花光。
"依娜姆": 你这孩子，平日里就是这么看我的？
"依娜姆": 阿卡胡拉想要发展，最重要的当然是钱，萨尔贡金币也好，哥伦比亚金券也好，维多利亚镑也好，我们全都需要。
"依娜姆": 但是就凭借现在阿卡胡拉的产出——一些粗陋的手工制品，一些未精炼的矿石，别说赚钱了，连让大家过上好日子都勉勉强强。
"依娜姆": 不过，好在你们也不在乎城市里定义的那种“好日子”。
"依娜姆": 然而，钱和财富是有区别的，一味地积攒钱财什么都带不来，真正流动起来的才能被称作“财富”。
"依娜姆": 阿卡胡拉正在变好，而要变得更好，还需要一个契机。
"依娜姆": 比如说，和杜林人的技术合作。
"特米米": 唔，开始听不懂了......反正对我来说，遇到困难就用法术！法术不行就用法杖敲！
"特米米": 这就是我们“嘉维尔意志”的生活方式！
"依娜姆": 哈哈哈哈，你怎么在罗德岛待了这么久，还是这一套？
"依娜姆": 不过，唉，我能做到的也就是这些细枝末节的事情了，想让阿卡胡拉发展起来，还需要一个，“领袖”。
"特米米": 可是，依娜姆你不就是大酋长吗？
"依娜姆": 领袖是能把你们提亚卡乌真正团结在一起的家伙。我？我可嫌麻烦。
"依娜姆": 我宁愿去城里逛街。
"极境": 很好的设想！我也喜欢逛街，不过更喜欢野外，嗝儿！
"极境": 说起来，是不是有个吵吵闹闹的小个子消失好久了？藏到哪里去玩了吗？
"特米米": 好像是哎......
"依娜姆": 大概是去做准备了吧？
"依娜姆": 唔，不过，既然大滑梯就在眼前......先放松一下也没什么问题吧？
"特米米": 我、我听罗德岛上的炎国干员说过一个词！叫......叫什么“客随主便”......来着？
"特米米": 大概的意思就是，既然主人不在，客人就可以随便了。
"极境": 嗝儿！说得好！为了这句话我得再喝一杯！
"极境": 朋友们，我们来比比谁先到大滑梯脚下！
"特米米": ......极境先生，适应杜林人生活的速度，还真是快呢......

"斯第奇·画布": 呼，呼，终于摆脱那帮醉鬼了。
"斯第奇·画布": 所以说我讨厌这些没心没肺的杜林人！这些家伙都把宝贵的生命浪费在了什么上面！
"斯第奇·画布": 才走了一个月，际崖城真是又丑了不少。唉！我就不该回来！
"斯第奇·画布": 那几个傻乎乎的地上人呢？啧，只要他们能修出不至于塌掉的铁路桥，我的标准也不是不能放低一点......
"杜林老人": 斯第奇？你真的回来了！我听说有个不会喝酒的杜林在际崖城里乱跑，就猜到是你！
"斯第奇·画布": 耶奇·地心......你还真是阴魂不散。
"耶奇·地心": 你这段时间到底跑到哪里去了？我到处找你，就快拼着老命去塌方的山洞那里看看了！
"斯第奇·画布": 你这条老命可硬得很，倒是我，差点就死了。
"耶奇·地心": 难道......你去了地上？！
"斯第奇·画布": 怎么，不可以吗？
"耶奇·地心": 斯第奇，我真是没想到。
"耶奇·地心": 你、你好大的胆子，你居然......
(震动)
"耶奇·地心": 居然这么有出息！快，让我看看你带回来了什么稀奇玩意！
"耶奇·地心": 升降梯上面那串山洞太难走了，地图又不知道放去哪里了，好些年没人愿意上去玩了！
"耶奇·地心": 总给我带了点礼物吧！远方的矿石标本？地上特有的酿酒植物？难道是最新的《奇谈怪论》？！图书馆里的那一批都过期好久了。
"斯第奇·画布": 不是，呃，怎么说呢......
"斯第奇·画布": 我带了几个人回来。
"耶奇·地心": 啊？

"思考的鲁珀": “于是，她选择了......”
"思考的鲁珀": “她选择了老卡尔蜜酿！”
"思考的鲁珀": 唔，不太好，是不是产品进入得太慢了？得稍微改一下......
"思考的鲁珀": “比划算更划算，比疯狂还疯狂！”
"思考的鲁珀": “如果你想找到一片让人尽情享受的土地，一段可以肆意玩乐的时间，当然，还有一口安抚灵魂的蜜酒——”
"思考的鲁珀": “认准际崖城的老卡尔蜜酿！”
"思考的鲁珀": 嗯，简洁明快，直白大方，委托人应该会喜欢的，但愿。



03.IC-2 下坠



"嘉维尔": 有句谚语是怎么说的来着，就是煌总挂在嘴边那句——
"森蚺": 两点之间，直线最短。
"嘉维尔": 没错。
"大祭司": 我有一个大胆的推断，是不是因为你们这些雨林人生在这地方已经足够倒霉了，所以别的方面运气都格外的好。
"大祭司": 要不然为什么你们至今都还没灭绝？完全说不通。
"嘉维尔": 说明这是一种行之有效的生存方式。
"森蚺": 大祭司，杜林的城市是什么样子的？
"大祭司": 唔......记不得了，说明很无聊。
"大祭司": 我大概一百多年前在地下世界里待过一阵，现在唯一能回想起来的感觉就是糟糕透顶，到处都是蠢蛋。
"大祭司": 甚至还没有在河边看源石虫睡觉来得有意思。
"大祭司": 不过，唔，好吧，年轻人就是该多经历经历。要像我一样好奇心旺盛才行！
"大祭司": 顺便，下个路口左转，不要往下跳！
"森蚺": 大祭司，我们走了多远了？
"大祭司": 好问题，人生的路没有尽头，只管迈开步子往前走，反正还有我这个老家伙看着你们。
"大祭司": 哦，要是说离那座城市还有多远的话，如果你们能像我一样穿过石头，那再垂直降落个五六百米就到了。
"嘉维尔": 祖玛玛，你到底是怎么忍受这家伙到现在的？实在太吵了。
"森蚺": 一般和机器待在一起的时候他会安静一点。
"嘉维尔": 这把链锯算不算机器？
"大祭司": 哼！没礼貌！
"森蚺": 你看，很有用。

"特米米": 这就是......这就是！
"特米米": 呃，“大水坑”？
"依娜姆": ......先把杜林的取名风格放在一边。
"依娜姆": 这个水上乐园从远处看就已经很惊人了，走近了看更是......！
"依娜姆": 杜林人，平常到底过着一种怎样的生活啊！
(震动)
(水花)
"极境": 呀吼！！
"依娜姆": 这家伙，什么时候把泳装都换上了？
"特米米": 极、极境先生，请小心！
(震动)
"极境": 唔哦，好危险！你没事吧？酒没洒吧？
"杜林青年": ......真是稀奇，没见过的地上人怎么会出现在这里？
"杜林青年": 而且看上去已经和杜林人一样傻乎乎了。
"依娜姆": 您好，先生，是斯第奇·画布邀请我们来的。
"特米米": 他说，他说......总之就是想让我们帮他一点小忙！
"杜林青年": 斯第奇·画布吗......他居然又回来了。
"杜林青年": 我还以为他会和他那位可敬的老师一样，就此告别我们的城市。
"杜林青年": 我很想直接说欢迎你们，杜林人并不排外，但是很遗憾，斯第奇可以横冲直撞，不管不顾杜林的规矩，我不行。
"杜林青年": 自我介绍一下，我叫卡奇·叙光，是这座城市的设计代表。
"卡奇·叙光": 别那么紧张，过程很快的。
"依娜姆": 你......这是什么意思？
"极境": 嗯？气氛是不是突然有点奇怪？这么多人同时向我敬酒我可受不了。
"特米米": 你们......！
(劈击)
"特米米": 要打架吗！我可不怕你们这些小矮个儿！
"特米米": 让你们见识见识嘉维尔教我的打架技巧！呼......摆好架势，腰部发力！
"特米米": 准备接招吧！
"慌乱的杜林人": 她、她在干嘛？！拿棍子敲人？
"紧张的杜林人": 呜啊啊啊啊！你不要过来啊！
"卡奇·叙光": 喂，喂！你们在搞什么！停下！停下！！
"特米米": 嗯？不是要打架吗？
"卡奇·叙光": 我们杜林人没有那么无聊！
"卡奇·叙光": 收起你们的武器，跟我来！

"卡奇·叙光": 咳嗯！际崖城的居民们，这是这个季度的第四百一十七次表决。
"卡奇·叙光": 继上上次我们决定本月际崖城的通用背景音乐，上次我们决定本周路灯的灯光颜色后，又有一个新的问题摆在了我们面前。
"卡奇·叙光": 鉴于这个问题也并不特别重要，在场的各位应该足以代表际崖城的决断了。
"卡奇·叙光": 今天的议题是：际崖城迎来了新的访问者，我们该不该接纳他们？
"东倒西歪的杜林人": ......
"东倒西歪的杜林人": 访问者在哪？
"东倒西歪的杜林人": 听说是个不喝酒的家伙？
"卡奇·叙光": 呃，不是，是站在我们面前的......
"东倒西歪的杜林人": 兄弟，干杯！你说怎么会有不喝酒的杜林呢。
"极境": 干杯！是啊，真是奇怪。
"东倒西歪的杜林人": 喝完了这一桶，该去玩水了。
"极境": 哈，让你们开开眼，瞧瞧我们地上人的本事！
"依娜姆": 特米米，我再问你一次，你在罗德岛的生活真的没问题吗？
"特米米": 大、大概吧？
"依娜姆": 实在不行就回来，坏环境对人的负面影响不可小觑！
"东倒西歪的杜林人": 卡奇，快点！咱们还有一大堆正事要做呢！
"东倒西歪的杜林人": 兄弟，你有没有听说过，一种叫做冲浪的玩法？
"极境": 冲浪？那我可真是太熟悉了！
"？？？": 我反对！
"？？？": 这些家伙不能信任！
"依娜姆": 唉，我就知道，事情哪有这么简......
"恍惚的杜林人": 喂，那边那个醉醺醺的黎博利！
"极境": 依娜姆，他们喊你，我可没醉。
"恍惚的杜林人": 就是你，手里拿着杯子的那个！
"极境": 好吧。
"摇晃的杜林人": 你得讲清楚你到底是喜欢高贵的蜜酿还是无聊的烈酒！
"恍惚的杜林人": 我们老卡尔蜜酿爱好者协会张开双臂欢迎你，而你现在居然和那帮烈酒渣滓混在一起？我太失望了！
