
《36.太阳甩在身后》

01.AS-ST-1 辉煌之城
"挑剔的参观者": 你不愿意就算了，还讲这些托词，啧，不解风情。
"阿斯帕齐娅": ......
"阿斯帕齐娅": 这位朋友，打扰了，可以问下“东北部分支”展厅的位置吗？
"乱转的员工": 啊，我记得好像前面就是。向右拐，走五百米再左拐，你应该就到了。
"阿斯帕齐娅": 太感激了，我问了许多人，没有一个知道“东北部分支”展厅在哪里。
"乱转的员工": 唉，这座城市里的市民向来以萨尔贡悠久的历史而自傲，对于那些遥远的地区，他们确实不够尊重。
"乱转的员工": 你都不知道上次在这里举办的哥伦比亚历史展是什么光景......简直就是惨淡一片。
"阿斯帕齐娅": ......的确，这里人的傲慢，我也感受到了。
"阿斯帕齐娅": 谢谢您为我指路。
"乱转的员工": 尊重......现代人最大的问题就是不懂得尊重。
"乱转的员工": 话说转了半天怎么又转到这个厅了......这次从右边走看看。

"梅捷缇克缇": 今天到场的人比想象中还要多哇，佩佩。
"佩佩": 我有点担心阿娜特，她都快把手里的演讲稿揉碎了。
"梅捷缇克缇": 放心，怎么样也比她初次汇报演讲时的情形好些，当时她可是直接晕倒在地，半天才醒转过来。
"佩佩": 咦，你这是要去哪里？
"梅捷缇克缇": 看她太紧张，去和她说几句话。
"阿娜特": 呼......
"梅捷缇克缇": 阿娜特，准备得怎么样了？
"阿娜特": 这篇稿子我已经能够倒背如流，但在场的每个观众都会注视我，倾听我讲的每一句话。
"阿娜特": 如果我卡壳了，或者......讲错了，他们会怎么看我？
"梅捷缇克缇": 放心，没人会记得。或许在晚饭时会有人简单聊两句在展会上出糗的女孩。
"梅捷缇克缇": 漫灌节即将来临，所有人将沉浸在欢乐的节日气氛中，谁会在意你这段小小的尴尬回忆。
"阿娜特": 可我还是紧......唔，你怎么突然揉我耳朵？！
"梅捷缇克缇": 现在有好点吗？
"阿娜特": 确实好多了......
"梅捷缇克缇": 还是老法子好用，记得以前你要去面试，紧张得不得了，我和佩佩就这样捏着你的耳朵揉了一整天，才让你放松下来。
"阿娜特": ......谢谢你，缇缇。
"主持人": 女士们，先生们，请尽快就座，让我们有请馆长阿娜特·艾尔-艾伊丁女士进行本次展会的开幕报告。
"梅捷缇克缇": 大胆去吧，讲错了也没关系，不管不顾继续说下去就好！
"梅捷缇克缇": 要是你再紧张，我就偷偷摸到你身后去揉你耳朵，两个人一起尴尬总比一个人要好吧。
"阿娜特": 缇缇......你又在胡说了。

"阿娜特": 尊敬的各位来宾，欢迎来到本馆在漫灌节前夕举行的特别展览。
"阿娜特": 本次展览的重头戏，是这具发掘自城郊四号大型墓葬群中的无名男尸。
"阿娜特": 作为首次公开展示的展品，它不仅本身保存得惊人地完好，身上的盔甲与陪葬品也都异常完整。
"阿娜特": 看这些衣饰细节，其精美程度令人赞叹，不难猜想它的出身非同一般。
"阿娜特": 根据流传至今的阿斯兰定年法，我们测得这具古尸来自新历纪初期，大约是“过去与未来之王”路加萨尔古斯所生活的年代。
"阿娜特": 由于其身份在萨尔贡目前的历史记载中无法找到对应，所以我们只能根据墓葬内出土的文物，大致推测它的身份可能是......
"阿斯帕齐娅": 呃......不好意思打扰了，请问这里是“东北部分支”展厅吗？
"阿娜特": 呃......
"阿斯帕齐娅": 我是走错了吗？
"阿娜特": 是的......女士，“东北部分支”展厅在博物馆的另一边，在靠近大门的位置。
"阿斯帕齐娅": 打扰到您的讲话我很抱歉。
"阿娜特": ......没事。
(震动)
"阿娜特": 咳咳......诸位，只是一个小小的插曲，让我们继续今天的演讲。
"阿娜特": 关于这具古尸的身份，我们大致做了些推断......
(震动)
"吃痛的男人": 嗷——！
"娜仁图亚": 不好意思，先生，让一下！让一下！
"吃痛的男人": 你没长眼睛吗？！
"阿娜特": 两位......
"娜仁图亚": 我的错！对不起，先生！
"阿娜特": 那个......女士，您、您这是要去哪里？
"娜仁图亚": 女士，我临时有点急事！您讲您的！
"阿娜特": 可我现在要讲的......
"娜仁图亚": 哎，好，没问题！我知道，我现在就出去。
(震动)
"阿娜特": ......是报告中最重要的环节。
"阿娜特": 那个......我讲到哪里了？
"阿娜特": 抱歉......诸位，我回忆一下我要讲的内容......是什么来着......
"阿娜特": 哦......对，是我身后的展品......
"阿娜特": 它......它是......
"人群中的声音": 啊——哈——
"人群中的声音": 她到底要说什么？好困啊......
"阿娜特": 是......

为这次演讲，阿娜特准备了很久......
她想过，如果讲得不够精彩，底下的听众会起身离开，如果讲得错误连篇，他们还会破口大骂。
但唯独没有想过，自己会因为讲话节奏被打断而不知所措，站在这里一句话也吐不出来。
她觉得沮丧，但还是尽量保持冷静，深呼吸几次，强作出笑容看向底下的人群，打算继续说下去。
忽然，一只手搭在她的耳朵上，然后轻轻地捏了捏。
阿娜特眨眨眼，觉得心里有些温暖。
"阿娜特": 谢谢你，缇缇，我没事，不用安......
阿娜特没能把话说完。
她看到人群中，缇缇正一脸惊恐地看着自己，旁边的佩佩嘴巴大张着，好像能塞进一整颗苹果。
阿娜特不禁疑问，如果缇缇不在自己背后，那自己耳朵上的手，又是谁的呢？
阿娜特咽了下口水，不敢回头。

(震动)


  <行动后>


(震动)
"慌张的观众": 啊——！
"惊恐的观众": 尸体......尸体动了！
"惊恐的观众": 快，快离开这里！这里闹鬼！
"惊恐的观众": 那具古尸是不是朝我看过来了！
"慌张的观众": 我就知道！
(震动)
"慌张的观众": 我就知道一个城市历史太悠久迟早有天会发生这种事！
"梅捷缇克缇": 诸位请冷静下来，不要着急，不要慌张！
"佩佩": 请大家从安全出口有序离开，往这边！不要挤！
"梅捷缇克缇": 哎，让一下，让我们过去一下。
(震动)
"梅捷缇克缇": 不好意思，抱歉。
(震动)
"梅捷缇克缇": *萨尔贡粗口*，阿娜特！阿娜特！
挤过拥挤的人群，梅捷缇克缇看到阿娜特面色苍白瘫倒在地，嘴唇无力地张合，似乎有话要说。
但后方歪着头的尸体让她心生恐惧，不敢凑上前。
"佩佩": 缇缇，辛苦你确保参观者们的安全，我想办法将阿娜特和这具古尸带到别的地方去。
"梅捷缇克缇": 你是一点也不害怕吗？那玩意在动啊！
"佩佩": 也......还好吧，咳咳，我今年参与了两座古历纪时期坟墓的考古工作，两位墓主人我都亲眼见过了。
"佩佩": 比起它们，这位老先生已经算是慈眉善目的了。
"梅捷缇克缇": 你这干过考古的胆色就是不一般......你一个人行吗？
"佩佩": 放心，我们干过考古的体力也很不一般。
"阿娜特": 缇缇......
"梅捷缇克缇": 阿娜特她......？
"佩佩": ......她应该没大碍，只是昏迷中的呓语。
"梅捷缇克缇": 馆长办公室离这里不远，你们从侧门出去，尽量避开人群，等我将游客疏散完毕再过去找你们。

"娜仁图亚": 发生什么了？我还没到埋伏的地点呢！你们提前启动发烟器了吗？
"左边的耳机": 没啊，我们还没有行动呢。
"娜仁图亚": 怎么回事？
"右边的耳机": 好像是会场中有其他人引起了骚动。
"娜仁图亚": 真是......我没在人群中看到目标，她去哪里了？
"娜仁图亚": 好吧，状况有变，我们的计划提前进行。找到她，盯紧了，时刻向我汇报。
"右边的耳机": 好的。
"娜仁图亚": 尽快，等得手后我们需要汇入人群才行。
"娜仁图亚": 等到人都疏散干净，一切都晚了。

"佩佩": 很好......这里人都走光了......
靠上前去，佩佩看见古尸胸腔内正流动着萤蓝色的光芒。
而那颗宝石早已消失在光芒中，再也看不见。
"佩佩": 哼，果然因为宝石的原因......
"佩佩": 你这个姿势......也不是很好扛啊......
围着尸体观察几秒后，佩佩决定将古尸抬起的左臂按下去。
"佩佩": （按下左臂）
"无名古尸": （抬起右臂）
"佩佩": 嗯？！
"佩佩": （按下右臂）
"无名古尸": （抬起左臂）
(无语)
"佩佩": 你怎么回事？
"无名古尸": ......
佩佩皱起眉头，歪着脑袋思考该如何让这具古尸乖乖听话。
但她惊讶地发现，它竟然也歪过脑袋，做出思考的样子。
"佩佩": 慢着，你这......是在学我吗？
佩佩向左迈出一步，下一刻，古尸也照着她的样子迈出一步，步伐相差无几。
"佩佩": 嗯？
(震动)
突然，佩佩向后一跳，古尸也跟着往后一跳，但后面就是墙壁，撞出好大一声。
"佩佩": 噗嗤——
"佩佩": 看来你是光会动胳膊腿脚，脑筋是一点也不会动。
"佩佩": 等等，如果我们动作一致，那岂不是......
看向一旁昏睡的阿娜特，佩佩心中有个念头冒了出来。

"佩佩": 哎，好......马上就要到馆长办公室了，你跟我学着点，转弯。
"无名古尸": （向右转）
"佩佩": 得让它把阿娜特的肩膀抓紧点，刚刚差点就掉下去了，这样......
"佩佩": （动动右手）
"无名古尸": （捏紧阿娜特的肩膀）
"阿娜特": （无意识地拧眉）
"佩佩": 好嘞，接着跟我走......
(震动)
"阿娜特": （无意识的呻吟）
"佩佩": 不不，不行，它步子迈得太大可能会让阿娜特不舒服......咱们这次迈小步子啊......
"无名古尸": ......
"佩佩": 就当你答应了。
"佩佩": 这不就对了......
"佩佩": 哎，别别别——！
(震动)
因为步子太碎，佩佩看着古尸踩到自己长长的衣摆，向前倒去，狠狠砸在娇小的阿娜特身上。
"阿娜特": （无意识的闷哼）
"佩佩": 这脸上的红印要什么时候才消得下去......
"无名古尸": ......
"佩佩": 唉......你可真是个大聪明。
"佩佩": 冷静，这次可要抱稳她，抱紧！
"阿娜特": （无意识地拧眉）

"佩佩": 来，跟我一起走，步子不要太大也不要太小，很好......往前走......再走。

"无名古尸": ......
"佩佩": 对，不要着急，我们慢慢来，离办公室就差几步了。
(震动)
"佩佩": ......
"无名古尸": ......
侧过头，佩佩看到冰冷的地板上躺着一枚通行证，正是从自己的衣兜掉出的。
她看了看举起的双手，又看了看尸体抱住阿娜特的双手。
那具古尸很高，如果对方松手，阿娜特的后脑勺一定会摔得很惨。
"佩佩": 这可怎么进办公室......？
"佩佩": 一只手都松不了啊......只能用脚去够了......

"佩佩": （伸出一只脚）
(震动)
"无名古尸": （伸出一只脚）
"佩佩": 很好，保持平衡。
(震动)
"佩佩": 不行，还是够不到，柔韧性太差了，早知道就不逃健体课了......
"佩佩": 加把劲，你可以够到的！
"佩佩": 可恶啊......唉——
尽管已经拼尽全力，但佩佩的脚尖依然够不到近在咫尺的通行证。
而摆出扭曲姿势的她也再难保持平衡，脚下一歪，便栽倒在地。
(震动)
尸体也学着她的模样，松开了阿娜特，以相同的姿势倒在地上。
(震动)
就这么眼睁睁地，佩佩看见阿娜特的脑袋砸向地板，发出闷声。
"阿娜特": （无意识的哀鸣）
"无名古尸": ......
"佩佩": ......
"佩佩": ......对不起，阿娜特，你下个研究项目我一定鼎力支持。
"乱转的员工": 女士，请问您需要帮忙吗？
"佩佩": 啊，谢谢，你能来真是太好了，你们的馆长身体不适，可以帮我把她扶进办公室吗？
"乱转的员工": 好的。
"乱转的员工": 女士，我将馆长放在沙发上了。您的姿势看起来非常别扭，真的不打算站起来吗？
"佩佩": 不用，这是我舒展筋骨的特别方式。
"乱转的员工": 呃，那展品呢，我也需要帮您搬进去吗？
