
《27.空想花庭》

01.HE-ST-1 奉上冠冕
"莱蒙德": ......我不知道你在说什么。
"费德里科": 你一直站在通向侧方街道的入口处。
"莱蒙德": ——！
"费德里科": 你在有意挡住我们的视线。你不希望我们关注那里。
"费德里科": 那里面有什么？
(震动)
"莱蒙德": 你这家伙——！
"斯普莉雅": ......
"里凯莱": 好了，也不必这样挑衅对方，费德里科！虽然我清楚你大概没那个意思。
"里凯莱": 你没忘记教宗阁下给你的任务吧？低调、低调，可千万别像之前一样乱来啊......
"费德里科": 我没有挑衅。
"莱蒙德": 哈，你们这些拉特兰人就是这样，突然出现，把一切都搅得一团乱......
"费德里科": 从资料上看，这里的状况本就不容乐观。
"莱蒙德": ......你再说一遍。
"莱蒙德": 想动手吗？来啊，我奉陪。
"斯普莉雅": 那边还真是剑拔弩张......
"斯普莉雅": 感谢费德里科总能吸引所有目光，偷跑比我想的要轻松。
"斯普莉雅": 不过那个戴兜帽的家伙......唔，确实不太对劲。
"斯普莉雅": 算了，之后再算这笔账。
"斯普莉雅": 得先把人找到才行......
"斯普莉雅": 哈哈，蕾缪安，让我猜猜看，你会在什么地方？

"阿尔图罗": 看来今天会是客人很多的一天。
"阿尔图罗": 您好，杰拉尔德先生。
"杰拉尔德": 我本以为能在这里见到斯特凡诺。
"阿尔图罗": 主教阁下还有不少事务要处理，刚刚才离开。
"阿尔图罗": 我想他应该还没走多远，以您的脚力，现在追上去应该还来得及。
"杰拉尔德": 多谢。
"杰拉尔德": ......
"杰拉尔德": ......你今天还没有拉响琴弦。
"阿尔图罗": 如果您喜欢我的琴声的话，我可以现在就为您演奏一曲。
"杰拉尔德": 不用了。
"杰拉尔德": 你给一些......我们的人带来了快乐，对此我很感激。
"杰拉尔德": 但并不是所有人都可以从你的音乐中得到安慰的，至少我不行。
"杰拉尔德": 我不知道像你这样的音乐家为何会在这个地方逗留......我只希望你不会为这里带来灾难。
"阿尔图罗": 您太高看我了。
"阿尔图罗": 据我所知，灾难总是在最初就被埋藏在土壤里，而后生根发芽，开花结果。
"阿尔图罗": 如果这片花圃里真有这么一粒种子，那么它迟早会破土而出。
"阿尔图罗": 而我......充其量只是一个将这一切纳入眼帘的过客。
"杰拉尔德": ......不会有什么不该发芽的种子。
"杰拉尔德": 要不了多久，一切都会回归正轨，不会有意外，更不会有灾难。
"杰拉尔德": 小姐，请不要做多余的事。
"阿尔图罗": 这是您给我的忠告？
"杰拉尔德": 不。
"杰拉尔德": 这是我的警告。
"阿尔图罗": 真是有够不讲情面，不过没有直接动手，应该已经算是很手下留情了吧。
"阿尔图罗": 该说不愧是老前辈吗？
"阿尔图罗": ......嗯？
"？？？": ......
"阿尔图罗": 哎呀。
"衣衫破旧的男孩": 漂亮的......
"衣衫破旧的女孩": ......大姐姐。
"阿尔图罗": 看来，今天确实是客人很多的一天。
"阿尔图罗": 请进，意料之外的小客人。
"衣衫破旧的男孩": ......
"衣衫破旧的女孩": ......
"阿尔图罗": 我叫作阿尔图罗，可以知道你们的名字吗？

"里凯莱": 好了好了，别这么说话，费德里科。
"费德里科": 我的发言并没有问题。
"里凯莱": 总之你暂时先别说话。
"费德里科": ......
"里凯莱": 还有这位小兄弟，别冲动，我们真的只是来找下落不明的同事，不管你，嗯，不管你是什么人，我们都没有敌意。
"莱蒙德": 哼，说得好听。
"莱蒙德": 你管他这样的叫没有敌意？
"费德里科": ？
"里凯莱": 咳，我可以发誓。总之......可以先放我们进去吗？如果方便通知一下这边的负责人就最好不过了。
"里凯莱": 斯普莉雅......咦，斯普莉雅人呢？
"费德里科": 她已经进去了。
(震动)
"莱蒙德": 啊？那个女人什么时候——？！
"费德里科": 刚刚。
"莱蒙德": ......啧！不能让你们拉特兰的人在这撒野！
"莱蒙德": 你们两个，不是要见主教阁下吗，跟我来！
"里凯莱": 哈哈......也好，这是同意我们进去的意思，对吧？
"费德里科": ......
"莱蒙德": 我警告你们，别想着和那个女人一样乱跑——
"克莱芒": 不好了！快、快来人！
"莱蒙德": 克莱芒？怎么了，发生什么事了？！
"克莱芒": 莱蒙德！太好了，快通知其他人——
"费德里科": 有敌袭？
"克莱芒": 呃，是的！不对，莱蒙德，这两位是......？
"莱蒙德": 别管他们！具体是什么情况？！
"克莱芒": 啊，对，对......不好了！
"克莱芒": 我刚刚修缮窗户时，看到不远处有些动静——
(震动)
"克莱芒": 之前的那群强盗，他们又来了！


  <行动后>


"福尔图娜": （莱蒙德那家伙，神神秘秘的......）
"福尔图娜": （有什么事情不能现在说，还非要等到晚上啊？）
"福尔图娜": （搞不懂，算了，先不管他了。）
"福尔图娜": （今天这么晚才送吃的过去，蕾缪安小姐大概要饿坏了吧......唉，而且还只有这么一点。）
"福尔图娜": （......）
"福尔图娜": （争气一点，我的肚子！别叫了别叫了，不是刚刚吃过东西吗！）
"福尔图娜": （唉......）
"福尔图娜": （真想有一天，能什么都不管地大吃一顿......）
"福尔图娜": ......！
"福尔图娜": 是、是谁？
(震动)
"福尔图娜": 谁在那边？我已经发现你了......！
"福尔图娜": ......
"福尔图娜": 到底是谁躲在那边？
"福尔图娜": 就算不出声我也知道有人在，我、我看到了！你不是修道院的人！
(震动)
"福尔图娜": 快点出来！再、再不出来，我就要喊人......不对，我就要扣下扳机了！
"？？？": 好好，我出来。
"？？？": 唉，失策了......
"斯普莉雅": 你眼睛可真尖，是我的光翼不小心露出来了吗？我就说我们萨科塔这人人不同款的光环和光翼真的很容易暴露身形......
"斯普莉雅": 真是的，我还以为在这里行动不需要那么谨慎呢。
"福尔图娜": ......我之前没见过你，你是谁？
"斯普莉雅": 你好啊，女士。先把铳放下吧，这可不是好女孩该用来指着同族的东西。
"斯普莉雅": 既然你也是萨科塔，那你应该能明白吧，我对你完全没有恶意。
"斯普莉雅": 我是，呃，这次可以算得上是正义使者？差不多吧，毕竟算是来救人的......
"福尔图娜": ......你不愿意说就算了。我现在就喊人来——
"斯普莉雅": 哎哎，你别急啊。
"福尔图娜": 唔唔唔！
"福尔图娜": （放开我！）
"斯普莉雅": 没问题，不过你可别真的大叫哦。
"福尔图娜": 呼——哈......
"斯普莉雅": 抱歉，有点没控制住力道。你还好吗？
"福尔图娜": 咳......咳咳，你到底是什么人，想干什么？！
"斯普莉雅": 告诉你也没什么，我是来找人的。
"斯普莉雅": 来找一个和我们一样的萨科塔，粉色头发，现在应该还坐着轮椅吧，人看起来特别和善，不过其实性格没那么好的......
"福尔图娜": （是蕾缪安小姐？！）
"斯普莉雅": 哦？看你的表情......你们认识？我的运气还是挺不错的嘛。
"斯普莉雅": 你刚刚端着饭菜，是要给谁送去吗？我随便猜猜，难道是送去给蕾缪安的？
"福尔图娜": （嗯？！）
"福尔图娜": （她是怎么知道的？？）
"斯普莉雅": 哈哈，我又猜对啦？你的表情也太明显了！
"斯普莉雅": 那能不能请你告诉我，这位蕾缪安小姐这段时间过得还好吗？
"福尔图娜": ......
"斯普莉雅": 不想说？还是不能说？你在犹豫，还有点害怕......
"福尔图娜": 你、你别乱说！
"斯普莉雅": 我是不是乱说，你自己最清楚。
"斯普莉雅": 你好像有很多烦恼的样子，真奇怪，我本来以为住在这种与世隔绝的地方，不会有很多烦心事的。
"斯普莉雅": 是因为什么？因为这里没有多少同族，所以和其他人起了争执吗？
"福尔图娜": ......和你没关系。
"斯普莉雅": 不是吗？那是因为你手里那把守护铳看上去好久没保养，有点生锈了？
"斯普莉雅": 如果是因为这个的话，我倒是可以帮你哦，我还挺擅长维修铳的呢。只要你告诉我蕾缪安到底在哪里就行了，是不是很划算？
"斯普莉雅": 告诉我吧，你其实也能猜到我是什么身份，对吧？你看起来挺聪明的。
"福尔图娜": ......
"福尔图娜": 你和蕾缪安小姐一样，是拉特兰派来的人？
"斯普莉雅": 答对了。
"斯普莉雅": 好啦，闲聊就到此为止。我还赶时间......
"斯普莉雅": 真的不告诉我蕾缪安在哪吗？
"福尔图娜": ......
"斯普莉雅": 唔，既然你不愿意说，那就算了。
"斯普莉雅": 对了。
"斯普莉雅": 送吃的这活，就交给我吧。
"福尔图娜": 啊......！
"斯普莉雅": 那就这样，再见啦。

(震动)
"里凯莱": 最后一个，这样就行了。
"里凯莱": 这些人是......强盗？还挺能折腾。
"里凯莱": 费德里科，你那边怎么样？我好像听到很大的动静，你没破坏建筑吧？
"费德里科": 没有。
"里凯莱": 那太好了。辛苦了，我这边的也都解决了。
"克莱芒": 太感谢了，你们真的很厉害......
"克莱芒": 这样一来，那群强盗应该就会老实一阵子了吧。
"里凯莱": 听你这么说，这应该不是你们第一次被骚扰了吧？
"里凯莱": 你们经常遇到这样的情况吗？
"莱蒙德": 你们是从拉特兰来的，那应该知道到这的路有多难走吧。
"里凯莱": 如果不是有载具，恐怕我们也没法顺利进入。
"莱蒙德": 除了走投无路的人，没人会愿意在这种地方晃荡。
"莱蒙德": 你们也看到了，这片荒野上除了这座修道院外什么都没有，那些混账东西一旦发现我们，怎么可能会放过。
"克莱芒": 是啊，现在快入冬了，他们只会来得更勤。
"克莱芒": 对了，我记得班尼上次右腿伤得不轻，他现在怎么样了？
"莱蒙德": 还有点瘸，只能熬着。
"克莱芒": ......
"克莱芒": 呃，对了，这两位......
"里凯莱": 我们是来自拉特兰的，嗯，应该勉强算是使者吧？
"克莱芒": 啊，是拉特兰来的客人......该怎么称呼两位？
"费德里科": 拉特兰公证所执行者费德里科。
"里凯莱": 执行者里凯莱。我们还有一位同行人，不过她已经先行一步。
"克莱芒": 费德里科先生，里凯莱先生。
"里凯莱": 你看起来一点也不吃惊。
"克莱芒": 嗯，因为大家都清楚拉特兰一定会再派人前来，只不过没有人能确定来的会是什么样的客人。
"克莱芒": 我本来还以为......
高瘦文弱的中年人不自觉地看向两名拉特兰来客手中的铳。
