
《10.破碎日冕》

01.10-1 被追逐者
"达格达": ......对不起。我发誓会信任你......信任你会做出最好的决策......是我今天没有控制住。
"推进之王": 不必责怪你自己。
"推进之王": 我们当前的目标依然是与罗德岛一起，进入伦蒂尼姆。
"推进之王": 你们刚刚救下来的人就是阿米娅面前那位吗？
"达格达": 是的。白轮带他去找阿米娅和博士了。
"推进之王": 看起来像个很普通的伦蒂尼姆市民。
"达格达": ......也可能是伪装。
"达格达": 深池的士兵说，他以前为萨卡兹工作，这次从他们手里逃了出来。
"达格达": 那些萨卡兹......我对付过。就是他们杀了其他塔楼骑士......
"推进之王": ......达格达。
"达格达": 我没事。只是，他们的实力不可小觑。能在他们的监视下逃出城，这个人可能没他外表看起来那么普通。
"推进之王": 假如真的特别普通的话，深池就不至于要绑架他，罗德岛也不会找他了吧？
"推进之王": 我们也过去看看吧。
"推进之王": 看看他——是不是真的能带我们进入伦蒂尼姆。

"罗德岛干员": 阿米娅，黑钢频道发起通讯请求。
"阿米娅": 好的，麻烦接通一下。
"杰西卡": 阿米娅！
"阿米娅": 你是不是收到我们的信号了？抱歉，我们赶到的时候，那位黑钢雇佣的驾驶员就已经被杀害了。
"杰西卡": 怎么会这样......
"杰西卡": 可怜的索普......唉，我会通知其他队员的。
"阿米娅": 还有，我们也没能带回飞行器。那架近地飞行器......呃，在战斗中被毁了。
"杰西卡": 呃，那架飞行器是租来的......问题也......也不算大，我们还有备用载具，不会影响接下来的行动。
"杰西卡": 那位托马斯先生是不是和你们在一起？
"阿米娅": 是的，他看起来没受什么伤，只是受了不小的惊吓，我们的医疗干员正在照看他。
"阿米娅": 他就是你说的那位能帮助我们潜入伦蒂尼姆的线人吗？
"杰西卡": 没错。
"杰西卡": 托马斯先生以前在伦蒂尼姆的萨迪恩区开了一家炼糖厂，他的叔父长居哥伦比亚，他们一家都是黑钢的长期合作伙伴。
"杰西卡": 他的叔父委托我们把托马斯先生带回哥伦比亚。上次联络时我们和托马斯先生说好了，他想办法离开伦蒂尼姆，我们派人去接他。
"杰西卡": 只是没想到......
"阿米娅": 没想到深池的人劫了你们的飞行器。对了，他们好像也对托马斯先生很感兴趣。
"杰西卡": 咦，是这样吗？
"杰西卡": 大概是因为......托马斯先生对萨迪恩区——也就是离你们目前位置最近的伦蒂尼姆出入口岸所在区域的地形十分熟悉吧。
"杰西卡": 他一定有办法帮你们找到一个合适的入口，那么出于近似的目的，也可能会有其他势力想找到他。
"阿米娅": 嗯，等他休息好了，我会询问他的意愿，看他是否愿意为我们提供帮助。
"杰西卡": ......欸欸，你说发生了什么？派去和大使馆接洽的队员失联？好、好的......抱歉，阿米娅，我这边事情有点多......
"阿米娅": 没关系，你去忙吧。我们会与托马斯先生交流的。
"杰西卡": 加、加油......呃，说加油是不是有些奇怪？还是换个说法......
"杰西卡": 阿米娅......还有博士，祝你们前路顺利。
"伦蒂尼姆市民": ......
"阿米娅": 托马斯先生？
"伦蒂尼姆市民": 你就是......那个人。
"阿米娅": ......那个人？
"伦蒂尼姆市民": 我们没想到你们来得这么快。唔......这倒是个意外之喜。
"阿米娅": 快......？
"阿米娅": 在收到黑钢的消息之后，我们很担心您的安危。
"阿米娅": 只是托马斯先生，您有哪里不舒服吗？
"阿米娅": 我注意到您的情绪......有些微妙的变化。
"伦蒂尼姆市民": 啊......呵呵，大概我是过于激动了些。
"伦蒂尼姆市民": 我想说的是，谢谢。
"伦蒂尼姆市民": 女士，你和你的手下救了我，你们一定是好人。
"阿米娅": 不必感谢，我们是黑钢的合作伙伴，那您就也是我们的伙伴。
"阿米娅": 而且......托马斯先生，有一件事，我需要征求您的意见。
"阿米娅": 出于工作需要，我们必须进入伦蒂尼姆。在来这里的路上，我们已经对城内的情况有所耳闻。
"阿米娅": 目前的伦蒂尼姆，已经不再接受任何未获授权的人或者团体进城。
"阿米娅": 在我们这些外面来的旅客眼中，面前这些高墙密不透风。
"阿米娅": 我们已经尝试了一些方法，但想要突破军队的封锁，对我们这样的小企业来说，还是太难了些。
"阿米娅": 您看到了，我们这批随行的有好几位是普通的文职人员，我们想知道如今的伦蒂尼姆有没有一个...
"阿米娅": ...安全一些的入口。
"伦蒂尼姆市民": 你们......你们想进伦蒂尼姆？要知道，里面的人都拼了命地想逃出来......那些萨卡兹......实在太可怕了！
"阿米娅": 我理解您的心情。
"阿米娅": 所以，我不会强迫您帮助我们。
"阿米娅": 我也无意隐瞒与我们一起行动的风险。
"阿米娅": 如果您愿意为我们指路，我们会在事成之后，派人护送您与黑钢的撤侨小队会合。
"阿米娅": 如果您不愿意再回头，我们也绝不会怪您。您可以在这里就与我们分开，我们另外找路进城。
"伦蒂尼姆市民": 那我当然......
选项：
    分支1：分开的话，你还是有可能撞上深池的人。
    分支2：我听说出去的路也不是很安全。

(震动)
"伦蒂尼姆市民": 我当然选择和你们一起行动！
选项：
    分支1：谢谢。
    分支2：那么合作愉快。

"阿米娅": 博士......
"阿米娅": （我本来没打算威胁他的。如果这位先生不愿意帮我们，我也会安排人手送他离开。）
选项：
    分支1：（我知道。）
    分支2：（我也只是陈述事实而已。）

"推进之王": 看来我们找到领路人了？
选项：
    分支1：是的，阿米娅的计划成功了第一步。
    分支2：托马斯先生刚刚答应与我们一起行动。

"推进之王": ......
"推进之王": 回家的时候到了。

"阿米娅": 可露希尔，该叫你的无人机们回来了。
"可露希尔": 哇......我们终于要行动了吗？
"阿米娅": 在城外停留太久也并不安全。
"阿米娅": 依靠Misery的情报，我们这一路已经尽量避开了深池的部队。
"阿米娅": 但我们刚和深池发生冲突，从过往的交手经验来看，这支部队的头领可能......相当记仇。
"推进之王": 他们会再追上来吗？
"阿米娅": 很难确定。我们不知道他们会不会就此放过托马斯先生。
"阿米娅": 即便顺利进了城，我们可能也会面临同时与城内的萨卡兹军和深池军开战的局面。
"可露希尔": 唉，要是隐形涂料也能用到我们的人身上就好了......
"阿米娅": 没事的，为了这一天，我们已经做好了一切能做好的工作。
"阿米娅": 博士，请站在我身边。和过去一样，无论敌人是谁，我都不会让他们伤害您。
"阿米娅": 我们......准备出发了。
"阿米娅": 阿米娅特别行动队的全体干员请注意——
"阿米娅": 从现在开始，向伦蒂尼姆萨迪恩区出入口岸进发！

"深池士兵": 长官，我检查过了，附近没有那个伦蒂尼姆人的踪迹。
"蔓德拉": ......
"蔓德拉": 也就是说，你们整整一支小队，都没能拦住那几个人，让他们把我们重要的目标带走了。
"深池士兵": 长官......
"蔓德拉": 废物......废物！
(震动)
"深池士兵": 您......
"蔓德拉": 别哆嗦了，看得我更烦。你什么时候见我对自己人动手了？再说，我骂的不是你，是我自己。
"蔓德拉": 连这点小事都......来了伦蒂尼姆之后，就没一件事是顺利的。
"蔓德拉": 那些......可恶的萨卡兹......那些麻烦的贵族也是......
"蔓德拉": 还有那个最该死的维多利亚士兵......那个叫号角的......
"蔓德拉": 都怪阿赫茉妮，她非要我带着那家伙来伦蒂尼姆，说什么如果是她的话，一定会拿那个士兵去换什么摇摆派贵族的支持......
"蔓德拉": 早知道那家伙会逃走，还不停地给我们捣乱，我当时在小丘郡就该杀了她！
"深池士兵": 长官，这次好、好像......不是她......
"蔓德拉": 不是她？
"深池士兵": 据活下来的人说，这次动手的是完全没见过的人，而且看样子也不像维多利亚的士兵。
"蔓德拉": ......你的意思是，随便蹦出来几个没名没姓的家伙，都能从我们手里把人抢走。
"深池士兵": 是、是我们的错！长官，我们马上去找人......
"蔓德拉": 站住！别瞎转悠了，我们马上离开这里。
"深池士兵": 离开......
"蔓德拉": 不然呢？你还打算占着这条路不走？还没到和萨卡兹撕破脸皮的时候。
"蔓德拉": 还有，我答应了阿赫茉妮，要给外面某些个伯爵什么的留点面子。
"蔓德拉": 这都是......为了深池，为了领袖。
"深池士兵": 我明白了，长官。
"蔓德拉": 我看你嘴上说着明白，心底一点都没明白。要不然你会让这个伦蒂尼姆人跑走？你知不知道他身上的情报有多重要？
"深池士兵": 呃......他就是个给萨卡兹开车的......
"蔓德拉": ......开车的。
"蔓德拉": 他能给萨卡兹开车，就说明他认路！
"蔓德拉": 他能带我们找到我们想找的人。那些至今仍在萨卡兹手里......但对我们至关重要的同胞！
"蔓德拉": 你以为我在伦蒂尼姆忍着恶心和萨卡兹打交道，是图什么？就他们看我们那个眼神，足以让我用石头刺穿他们一百次！
"蔓德拉": 还不是因为......好不容易来这一趟，我必须做一点对领袖真正有用的事！
"深池士兵": 我......对不起，长官......
"蔓德拉": 开车的，开车的......啧，你倒是提醒了我。
"蔓德拉": 那些从我们手里把他抢走的人，是不是也想着要他带路？
"深池士兵": 长官的意思是......
"蔓德拉": 我们马上回城去。
"蔓德拉": 等到了出入口，我倒要看看，会不会撞上什么熟悉的面孔。
"蔓德拉": 比如说......那个该死的维多利亚士兵。

"深池士兵": ......都给我老实点。
"维多利亚士兵": ......
"深池士兵": 等长官回来，我们有了可靠的情报，你们就可以解脱了。
"深池士兵": 实话说，我也不想拿武器对着你们。你们做了那么久萨卡兹的奴隶，早就算不上什么士兵了。
"深池士兵": 但是没办法。你们身上榨不出什么有用的信息，长官不会愿意留着你们。
"深池士兵": 我也不能放你们走。万一你们又落到萨卡兹手里，转头就把我们的计划告诉萨卡兹呢？
